Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NoninterestIncomeOther,4014,0,174,173,165,156,155,153,149,161,52
ForeclosedRealEstateExpense,4008,0,199,212,201,197,165,140,109,84,29
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsNetCarryingAmount,4005,0,47,174,190,206,201,184,163,139,31
ContractWithCustomerLiabilityCurrent,4002,0,0,0,0,0,0,1,12,1058,263
PaymentsForProceedsFromFederalHomeLoanBankStock,3996,0,184,213,187,170,152,140,127,116,43
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,3963,0,66,432,398,369,55,1,0,0,0
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearNetCarryingAmount,3957,0,55,171,180,191,188,173,166,157,38
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,3957,3,107,264,222,185,152,138,122,104,22
HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsFairValue,3954,0,52,185,195,194,192,174,156,137,33
DeferredCompensationArrangementWithIndividualCompensationExpense,3951,3,93,202,190,199,186,156,140,122,26
StockRepurchaseProgramRemainingNumberOfSharesAuthorizedToBeRepurchased,3945,3,108,182,176,190,177,162,156,138,23
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,3945,0,0,4,224,255,248,217,189,160,18
StockIssuedDuringPeriodSharesShareBasedCompensation,3945,5,147,185,160,174,167,163,161,133,20
OtherCommitment,3942,0,4,143,171,186,198,188,203,182,39
CustomerAdvancesCurrent,3936,7,174,198,190,174,172,150,158,86,3
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,3927,0,0,6,239,257,234,199,191,165,18
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,3924,2,144,163,165,172,169,158,159,149,27
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,3924,3,94,152,166,168,175,178,182,164,26
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,3921,3,107,258,220,187,150,137,119,103,23
AvailableForSaleSecuritiesFairValueDisclosure,3918,18,322,853,111,2,0,0,0,0,0
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease,3912,5,114,213,195,181,157,147,141,126,25
PaidInKindInterest,3903,0,172,151,158,175,161,147,162,142,33
LineOfCreditFacilityCurrentBorrowingCapacity,3900,6,128,251,220,205,155,128,97,90,20
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,3897,13,173,220,200,181,180,164,151,17,0
InterestExpenseShortTermBorrowings,3897,1,176,175,168,161,166,155,134,123,40
LimitedPartnersCapitalAccountUnitsOutstanding,3897,1,159,180,191,183,175,152,133,104,21
TransferOfOtherRealEstate,3891,1,292,225,183,154,130,111,96,83,22
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,3879,5,123,209,194,178,152,146,134,128,24
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,3879,11,140,204,197,170,190,148,128,95,10
InventoryLIFOReserve,3879,8,116,174,172,169,166,166,162,139,21
DeferredTaxLiabilitiesDerivatives,3876,2,78,131,156,186,165,178,176,193,27
AccruedMarketingCostsCurrent,3876,3,69,154,165,174,177,180,173,170,27
ContractualObligationDueAfterFifthYear,3870,0,3,146,157,184,201,196,192,176,35
FinancingReceivableRecordedInvestment30To59DaysPastDue,3870,0,58,423,390,360,58,1,0,0,0
BusinessAcquisitionProFormaEarningsPerShareBasic,3867,3,118,201,187,195,184,139,130,114,18
ConvertibleNotesPayable,3861,4,75,164,208,212,177,152,143,136,16
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,3852,44,1123,115,2,0,0,0,0,0,0
RealEstateAccumulatedDepreciationRealEstateSold,3852,0,57,135,151,180,182,189,188,182,20
RepaymentsOfConvertibleDebt,3849,10,147,147,156,157,164,145,159,170,28
DerivativeNetLiabilityPositionAggregateFairValue,3846,6,121,168,175,181,180,159,159,114,19
RegulatoryAssetsNoncurrent,3840,1,162,164,160,158,162,155,159,144,15
SubordinatedDebt,3840,1,162,170,161,140,157,152,140,144,53
FinancingReceivableRecordedInvestment60To89DaysPastDue,3828,0,59,417,385,357,57,1,0,0,0
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,3828,4,190,227,238,210,162,115,77,52,1
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,3825,1,37,181,190,189,179,167,156,134,41
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,3822,11,147,188,184,183,155,148,133,112,13
AccountsPayableOtherCurrent,3810,4,108,162,180,184,169,154,151,137,21
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,3804,0,167,159,157,160,155,152,144,136,38
FederalFundsSold,3801,0,228,180,168,152,139,128,114,116,42
ConvertibleLongTermNotesPayable,3777,4,125,135,169,179,166,166,153,137,25
AvailableForSaleSecuritiesPledgedAsCollateral,3777,0,64,201,212,206,196,196,170,14,0
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue,3771,0,57,177,179,179,178,158,152,144,33
DeferredCompensationLiabilityCurrentAndNoncurrent,3771,6,103,173,162,183,173,157,139,134,27
PaymentsToAcquireRealEstate,3771,0,114,137,163,175,158,167,168,155,20
IncreaseDecreaseInOperatingCapital,3768,8,142,200,179,170,171,148,126,98,14
OtherAccruedLiabilitiesCurrentAndNoncurrent,3768,4,82,196,192,174,151,149,136,138,34
BankOverdrafts,3765,8,143,195,200,172,151,142,113,109,22
TierOneRiskBasedCapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,3765,1,52,205,198,184,161,144,136,138,36
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,3765,2,63,166,165,161,166,170,181,156,25
PaymentsToAcquireLifeInsurancePolicies,3765,4,151,154,149,147,160,156,158,129,47
SeniorNotes,3756,7,136,178,168,160,155,155,149,130,14
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,3750,2,95,185,200,188,166,142,136,118,18
FederalHomeLoanBankAdvancesLongTerm,3744,0,179,194,175,162,157,138,112,103,28
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,3735,1,49,205,194,184,163,144,134,135,36
DerivativeFairValueOfDerivativeNet,3735,4,75,173,176,183,186,147,149,136,16
FinancingReceivableModificationsPreModificationRecordedInvestment2,3732,0,0,8,186,215,203,214,192,160,66
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,3726,0,0,0,5,192,267,264,240,219,55
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,3717,11,138,159,168,178,156,151,148,107,23
RelatedPartyDepositLiabilities,3711,0,21,159,161,160,177,169,162,162,66
EquityMethodInvestmentSummarizedFinancialInformationAssets,3708,1,83,161,177,166,165,161,157,150,15
CollateralAlreadyPostedAggregateFairValue,3708,1,114,169,174,171,177,165,147,107,11
RealEstateOtherAcquisitions,3708,0,50,135,163,179,180,179,174,154,22
DueToAffiliateCurrent,3708,0,114,132,184,189,166,172,146,113,20
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,3705,0,0,0,5,188,261,266,242,221,52
FutureAmortizationExpenseYearTwo,3705,68,1030,131,4,2,0,0,0,0,0
PaymentsOfDebtExtinguishmentCosts,3705,0,61,103,125,145,148,159,214,237,43
GoodwillTranslationAndPurchaseAccountingAdjustments,3702,25,177,187,161,165,143,133,123,113,7
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,3699,7,59,153,164,165,166,168,160,156,35
ProceedsFromSaleOfShortTermInvestments,3696,13,179,177,169,165,141,134,123,108,23
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,3696,10,113,132,130,150,155,173,171,172,26
RepaymentsOfFederalHomeLoanBankBorrowings,3693,0,186,168,160,135,131,133,132,137,49
FutureAmortizationExpenseYearOne,3690,67,1027,130,4,2,0,0,0,0,0
MoneyMarketFundsAtCarryingValue,3684,10,92,190,185,186,153,143,127,112,30
StandardProductWarrantyAccrualWarrantiesIssued,3684,3,80,182,182,171,160,152,141,131,26
PurchaseObligationDueInNextTwelveMonths,3678,0,6,115,149,165,192,185,192,184,38
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,3678,0,10,187,185,172,161,161,155,152,43
AccountsReceivableRelatedPartiesCurrent,3678,0,94,143,174,189,155,149,154,145,23
ConversionOfStockAmountConverted1,3678,1,76,114,168,167,205,156,153,145,41
ProceedsFromInsuranceSettlementInvestingActivities,3672,5,103,129,141,164,150,138,161,185,48
FutureAmortizationExpenseYearThree,3672,68,1020,130,4,2,0,0,0,0,0
GainLossOnSaleOfProperties,3663,4,111,115,116,168,170,177,172,162,26
SecurityDeposit,3663,2,84,157,175,178,163,149,145,147,21
NetIncomeLossAllocatedToLimitedPartners,3654,1,178,186,187,169,159,123,109,83,23
RegulatoryLiabilityNoncurrent,3648,0,141,154,150,154,156,150,156,143,12
AvailableForSaleSecuritiesEquitySecurities,3648,0,125,164,162,191,178,163,161,64,8
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,3648,4,56,157,164,162,157,159,163,166,28
WarrantsAndRightsOutstanding,3639,1,136,210,170,168,150,136,113,105,24
UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary,3627,10,132,191,168,168,151,135,126,119,9
DerivativeAssetsNoncurrent,3621,0,136,164,159,159,144,137,132,158,18
OtherInventorySupplies,3621,3,126,197,187,167,157,146,115,96,13
FutureAmortizationExpenseYearFour,3618,66,1005,129,4,2,0,0,0,0,0
ContractualObligationDueInFifthYear,3618,0,4,140,157,164,169,181,184,175,32
AccruedSalesCommissionCurrent,3615,0,58,161,165,173,171,157,150,143,27
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,3612,0,5,155,163,171,172,170,156,153,59
LiabilitiesAssumed1,3603,2,118,143,146,180,155,162,147,127,21
OtherAccruedLiabilitiesNoncurrent,3600,5,114,159,160,163,163,149,142,127,18
LicensesRevenue,3600,11,164,177,183,184,170,163,143,5,0
AccruedBonusesCurrent,3588,1,52,133,150,154,175,155,169,159,48
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,3588,12,158,236,222,210,184,157,17,0,0
OtherOperatingIncome,3588,7,150,158,155,157,135,142,134,136,22
DerivativeCollateralRightToReclaimCash,3585,0,30,61,152,183,191,193,194,174,17
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,3573,8,92,160,167,162,159,154,142,119,28
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,3573,3,53,242,171,176,158,121,107,105,55
BusinessCombinationContingentConsiderationLiability,3564,0,1,8,189,231,223,189,169,150,28
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,3564,2,80,131,173,200,178,158,135,110,21
PartnersCapitalAccountDistributions,3552,0,146,168,174,165,150,134,114,102,31
RealEstateFederalIncomeTaxBasis,3549,0,62,143,156,186,194,209,207,26,0
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,3546,7,151,162,144,149,148,146,133,124,18
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,3546,3,90,108,150,153,147,133,180,191,27
LoansReceivableHeldForSaleNet,3537,0,302,304,296,245,32,0,0,0,0
OtherSundryLiabilitiesNoncurrent,3537,1,71,128,132,157,159,164,173,168,26
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,3525,0,5,158,164,172,165,165,150,144,52
DirectCostsOfLeasedAndRentedPropertyOrEquipment,3519,0,133,139,147,165,167,159,148,107,8
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,3510,2,38,163,160,153,160,157,149,149,39
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,3510,3,60,171,171,166,164,152,141,125,17
FutureAmortizationExpenseYearFive,3507,63,976,126,3,1,0,0,0,0,0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,3504,0,1,6,111,184,194,213,206,203,50
NotesPayableRelatedPartiesNoncurrent,3501,1,131,151,160,165,157,147,129,111,15
FinitelivedIntangibleAssetsAcquired1,3495,0,0,9,168,223,218,183,179,157,28
CashCashEquivalentsAndFederalFundsSold,3483,0,199,170,149,134,126,116,116,110,41
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,3480,2,44,220,190,153,150,126,122,118,35
DueToRelatedPartiesNoncurrent,3480,1,139,166,164,164,144,130,127,107,18
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,3474,1,80,154,144,153,154,159,175,124,14
LoansPayableCurrent,3474,5,115,134,148,164,146,139,140,139,28
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,3462,0,90,130,142,153,157,159,155,130,38
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,3453,7,146,199,201,188,146,105,83,69,7
IncreaseDecreaseInIncomeTaxes,3453,2,122,138,132,155,159,140,143,130,30
OtherRealEstateAndForeclosedAssets,3441,0,141,155,147,150,156,135,123,114,26
PensionExpense,3438,10,109,166,142,148,150,157,135,111,18
AccruedRentCurrent,3426,8,54,151,164,163,169,146,139,129,19
DeferredTaxLiabilitiesMortgageServicingRights,3426,0,34,147,151,158,158,154,150,140,50
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld,3417,0,63,196,182,163,154,148,123,91,19
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,3417,0,0,3,200,225,213,171,161,150,16
IncreaseDecreaseInPensionAndPostretirementObligations,3414,5,128,150,147,155,155,144,119,113,22
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,3414,0,9,206,207,196,161,127,118,98,16
InterestAndDividendIncomeSecurities,3408,0,162,159,141,136,136,131,121,115,35
SelfInsuranceReserve,3402,8,74,142,150,155,161,150,142,132,20
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,3390,1,83,148,151,148,146,140,136,137,40
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,3387,0,1,181,191,171,179,150,138,106,12
LandAndLandImprovements,3381,0,7,145,150,165,173,160,152,147,28
CapitalizedComputerSoftwareAdditions,3378,7,86,153,158,160,153,135,128,121,25
RepaymentsOfOtherLongTermDebt,3369,6,160,157,139,140,133,126,124,114,24
DerivativeCollateralObligationToReturnCash,3345,0,32,66,137,169,170,180,190,154,17
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,3339,1,32,177,163,158,145,137,132,125,43
TierOneLeverageCapitalRequiredToBeWellCapitalizedToAverageAssets,3339,1,44,180,173,170,147,127,118,121,32
ProceedsFromRepaymentsOfDebt,3333,4,148,133,131,157,149,148,119,107,15
ProvisionForLoanLossesExpensed,3324,0,178,170,154,144,129,113,97,95,28
StockRepurchaseProgramAuthorizedAmount1,3321,0,0,0,7,208,252,207,206,199,28
PreferredStockNoParValue,3321,14,109,136,150,148,147,134,127,112,30
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,3318,0,29,100,142,157,169,166,154,151,38
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,3315,2,95,140,165,132,159,158,165,73,16
GoodwillPeriodIncreaseDecrease,3309,9,79,148,151,156,143,141,136,117,23
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,3309,0,38,157,146,151,160,154,135,129,33
DeferredRentCredit,3306,0,48,144,160,156,153,150,136,139,16
ProceedsFromSaleOfMortgageLoansHeldForSale,3306,0,134,136,136,135,142,133,125,122,39
AccruedIncomeTaxes,3300,2,91,143,150,174,146,138,126,112,18
DeferredTaxAssetsCharitableContributionCarryforwards,3297,0,22,148,149,162,156,154,144,129,35
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,3297,2,58,141,164,160,137,147,138,133,19
PreferredStockValueOutstanding,3294,7,122,138,147,158,136,128,123,111,28
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,3285,0,0,0,1,178,215,216,232,216,37
ConvertibleDebtCurrent,3279,4,119,139,171,149,134,122,115,123,17
TemporaryEquityCarryingAmountAttributableToParent,3276,0,2,121,113,135,151,161,184,181,44
MinorityInterestOwnershipPercentageByParent,3267,3,83,198,187,184,155,119,118,40,2
PaymentsForProceedsFromInvestments,3267,5,135,132,121,127,146,148,134,126,15
RealEstateRevenueNet,3267,1,140,146,157,158,163,155,155,14,0
AccountsPayableAndOtherAccruedLiabilitiesCurrent,3264,2,86,129,133,135,147,143,134,143,36
SalariesAndWages,3261,1,133,166,172,161,136,116,100,89,13
DeferredTaxLiabilitiesOtherComprehensiveIncome,3255,7,86,170,158,166,151,125,117,81,24
FairValueAssumptionsRiskFreeInterestRate,3255,0,5,208,208,208,180,158,116,2,0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,3246,7,108,131,127,134,146,142,134,140,13
DerivativeAssetFairValueGrossLiability,3228,0,8,20,133,155,180,193,187,183,17
NumberOfOperatingSegments,3225,0,9,163,144,161,153,147,140,128,30
NetInvestmentIncome,3222,0,131,129,133,137,141,143,128,113,19
UnsecuredDebt,3222,4,94,138,138,153,143,132,139,118,15
OtherSundryLiabilitiesCurrent,3219,4,67,123,131,147,145,148,144,138,26
DeferredCosts,3219,6,122,148,148,148,153,118,107,108,15
EmployeeBenefitsAndShareBasedCompensation,3216,3,102,158,145,150,138,125,120,109,22
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,3213,0,0,6,104,174,185,196,181,180,45
PaymentsForProceedsFromProductiveAssets,3213,6,96,114,120,127,136,153,164,131,24
UnbilledContractsReceivable,3210,5,113,148,143,145,129,119,116,128,24
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,3207,3,88,142,150,138,147,134,136,122,9
FeesAndCommissions,3204,1,131,153,168,154,155,150,143,13,0
StraightLineRent,3201,0,5,129,148,160,166,161,151,136,11
OtherAssetsMiscellaneous,3201,0,51,135,140,143,151,149,140,130,28
LiabilitiesOtherThanLongtermDebtNoncurrent,3195,1,67,110,119,141,159,153,157,144,14
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,3192,6,67,116,112,125,141,130,187,168,12
StockRedeemedOrCalledDuringPeriodValue,3189,0,108,129,130,129,142,134,134,120,37
StockIssuedDuringPeriodValueDividendReinvestmentPlan,3183,0,125,123,132,134,131,131,132,122,31
DueToOfficersOrStockholdersCurrent,3177,0,158,163,158,147,128,117,97,77,14
FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate,3174,0,18,137,129,162,159,156,139,122,36
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,3171,3,87,143,148,136,144,132,135,120,9
GainsLossesOnSalesOfAssets,3168,2,172,201,162,139,123,97,80,63,17
AvailableForSaleSecuritiesDebtSecuritiesCurrent,3168,7,94,103,99,105,108,114,126,228,72
ContractWithCustomerLiabilityRevenueRecognized,3168,0,0,0,0,0,0,0,12,844,200
AccountsReceivableGross,3156,3,52,141,125,136,140,138,148,149,20
DeferredCompensationPlanAssets,3150,11,102,148,145,142,127,126,125,113,11
AccruedVacationCurrent,3147,3,52,140,149,149,141,130,135,120,30
DepositAssets,3129,2,77,160,164,152,135,111,111,114,17
ProceedsFromRepaymentsOfNotesPayable,3120,9,140,152,137,121,124,123,123,93,18
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionFairValue,3117,0,27,100,134,149,159,156,143,139,32
DeferredTaxLiabilitiesFinancingArrangements,3117,1,65,127,135,142,144,139,132,126,28
HeldToMaturitySecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,3117,0,21,86,126,153,158,148,152,156,39
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,3114,3,90,119,146,161,150,134,119,104,12
UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary,3111,10,117,162,143,141,129,116,109,102,8
FairValueAssumptionsExpectedVolatilityRate,3108,0,5,200,186,200,173,159,111,2,0
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,3105,1,43,130,135,129,138,147,129,138,45
ProceedsFromSaleOfRealEstateHeldforinvestment,3105,0,104,113,123,135,134,140,138,131,17
